checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,12,existing paid,furniture/equipment,684.74,<100,1<=X<4,2.53,male mar/wid,none,3.3,car,28.9,bank,own,1,unskilled resident,1,none,yes,bad
<0,12,critical/order existing credit,new car,694.28,<100,>=7,4,male single,none,3.2,life insurance,39,stores,own,1.8,skilled,1,none,yes,bad
0<=X<200,12.9,critical/order existing credit,education,1133.82,<100,>=7,4,male div/sep,none,2.6,life insurance,32.4,stores,for free,1.6,skilled,2,none,yes,bad
<0,44.2,existing paid,repairs,4602.77,<100,<1,2.84,male single,none,3.8,life insurance,28.8,stores,for free,2.2,high qualif/self emp/mgmt,2,none,yes,bad
>=200,13.1,existing paid,new car,1385.55,500<=X<10000,1<=X<4,2.18,female div/dep/mar,none,2,life insurance,26.8,stores,own,1,skilled,1,none,yes,bad
<0,21.2,all paid,other,1538.57,<100,1<=X<4,3.54,male single,guarantor,3.1,car,27.7,bank,own,1.5,unemp/unskilled non res,1,none,yes,bad
0<=X<200,41.9,critical/order existing credit,education,6050.71,<100,1<=X<4,4,male single,none,3.2,no known property,32.4,bank,for free,1,skilled,1,none,yes,bad
>=200,24.2,delayed previously,furniture/equipment,6804.21,>=1000,1<=X<4,2.69,male single,none,3.1,car,54.6,stores,own,1.7,skilled,1,none,yes,bad
0<=X<200,24,critical/order existing credit,furniture/equipment,4774.39,<100,4<=X<7,2,male div/sep,guarantor,3.5,car,27.8,bank,own,1,unemp/unskilled non res,1,none,yes,bad
<0,32.5,critical/order existing credit,radio/tv,11814.42,500<=X<10000,1<=X<4,2,male div/sep,co applicant,3.4,car,33.7,bank,own,2,skilled,2,none,yes,bad
0<=X<200,19.8,existing paid,new car,1288.51,>=1000,4<=X<7,3.65,female div/dep/mar,none,2.9,life insurance,29.5,stores,rent,1,skilled,1,none,yes,bad
<0,16.3,delayed previously,education,2582.74,500<=X<10000,<1,4,male single,none,1.5,real estate,36.8,bank,own,1,unskilled resident,2,none,yes,bad
<0,14.3,critical/order existing credit,new car,2605.87,<100,<1,2.83,male single,guarantor,2.8,life insurance,38.8,bank,own,1,skilled,1,none,yes,bad
0<=X<200,24,delayed previously,furniture/equipment,4795.68,<100,4<=X<7,2,male mar/wid,co applicant,3.3,car,29.4,bank,own,1,skilled,1,none,yes,bad
0<=X<200,20.7,delayed previously,furniture/equipment,1216.56,500<=X<10000,1<=X<4,4,male mar/wid,none,3.4,no known property,43,bank,own,1.4,unemp/unskilled non res,1,none,yes,bad
<0,8.5,critical/order existing credit,other,3384.83,<100,4<=X<7,1.83,male div/sep,none,4,no known property,40.3,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,14.5,delayed previously,domestic appliance,2186.86,<100,1<=X<4,3.13,male mar/wid,none,2,life insurance,26.7,bank,own,1,skilled,1,none,yes,bad
<0,12,critical/order existing credit,domestic appliance,2263.42,<100,>=7,3.38,male single,none,2.6,car,53.2,stores,own,2,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,33.9,delayed previously,new car,4345.37,<100,4<=X<7,3.34,male mar/wid,none,2.3,life insurance,30.7,bank,own,1.7,high qualif/self emp/mgmt,2,yes,yes,bad
<0,42.6,existing paid,radio/tv,1844,<100,1<=X<4,3.9,male mar/wid,none,3.8,no known property,23.2,stores,for free,1.1,skilled,1,yes,yes,bad
<0,33.9,delayed previously,repairs,6279.2,<100,4<=X<7,4,male single,none,3.2,life insurance,38.9,stores,for free,2,skilled,1,yes,yes,bad
>=200,9.7,existing paid,other,738.65,<100,1<=X<4,3.24,female div/dep/mar,none,2.5,no known property,25.5,bank,own,1,unskilled resident,1,none,yes,bad
0<=X<200,19,delayed previously,new car,2256.58,100<=X<500,4<=X<7,3.5,female div/dep/mar,guarantor,2.5,car,30.5,bank,own,2,skilled,1,none,no,bad
<0,20,existing paid,new car,1281.37,>=1000,4<=X<7,3.67,female div/dep/mar,none,3,no known property,33.7,stores,own,1,skilled,1,none,yes,bad
>=200,35.2,delayed previously,furniture/equipment,3349,500<=X<10000,1<=X<4,4,female div/dep/mar,none,2.1,car,28.1,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,12,existing paid,other,674.08,100<=X<500,4<=X<7,3.98,male mar/wid,none,1,car,20,bank,own,1,skilled,1,none,yes,bad
<0,36,delayed previously,other,9351.67,<100,4<=X<7,2.45,male single,none,1.7,car,24,stores,own,1.2,skilled,1,yes,yes,bad
0<=X<200,40.3,existing paid,new car,13800.98,<100,<1,2.9,male single,none,2,life insurance,25.5,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,15.1,existing paid,furniture/equipment,2814.24,<100,4<=X<7,1.51,male div/sep,none,1.5,no known property,29.6,bank,own,1,unemp/unskilled non res,2,none,yes,bad
0<=X<200,22.2,critical/order existing credit,other,1217.04,100<=X<500,<1,3.55,male mar/wid,none,3.6,no known property,39.2,bank,own,2,skilled,2,none,yes,bad
0<=X<200,30.5,existing paid,furniture/equipment,3441.44,100<=X<500,1<=X<4,2.18,female div/dep/mar,co applicant,3.8,car,22.8,stores,own,1,skilled,1,none,yes,bad
<0,24,all paid,new car,1355.28,no known savings,<1,4,male single,none,2.8,car,39.4,stores,own,1.2,high qualif/self emp/mgmt,1,none,yes,bad
<0,47,all paid,business,7673.87,<100,4<=X<7,2.11,female div/dep/mar,guarantor,3.8,car,37.9,bank,own,1,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,15.8,delayed previously,furniture/equipment,2771.15,>=1000,<1,1.47,female div/dep/mar,none,2.3,car,25.3,bank,own,1.2,skilled,1,none,yes,bad
0<=X<200,35,delayed previously,other,2668.62,100<=X<500,1<=X<4,3.9,female div/dep/mar,co applicant,4,life insurance,49.6,bank,for free,1,skilled,1,none,yes,bad
0<=X<200,24.2,existing paid,retraining,12579.6,500<=X<10000,<1,3.95,female div/dep/mar,none,2,no known property,44.1,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,19.8,existing paid,other,3169.7,<100,1<=X<4,2.61,female div/dep/mar,none,1.7,no known property,24.9,stores,own,1,skilled,1,none,yes,bad
0<=X<200,15,existing paid,domestic appliance,1275.05,>=1000,1<=X<4,4,female div/dep/mar,none,2,car,24,stores,rent,1,skilled,1,none,yes,bad
<0,21.3,existing paid,radio/tv,1833.76,<100,1<=X<4,3.1,female div/dep/mar,none,2,no known property,25.5,stores,own,1.9,high qualif/self emp/mgmt,1,none,yes,bad
<0,36,existing paid,furniture/equipment,3446,<100,>=7,4,male single,none,2,car,42,stores,own,1,skilled,2,none,yes,bad
<0,12,all paid,radio/tv,2149,<100,1<=X<4,4,male div/sep,none,1,no known property,29,stores,for free,1,skilled,1,none,yes,bad
no checking,24,existing paid,radio/tv,5943,no known savings,<1,1,female div/dep/mar,none,1,car,44,stores,own,2,skilled,1,yes,yes,bad
0<=X<200,24.7,no credits/all paid,business,4245.67,500<=X<10000,1<=X<4,1,male mar/wid,none,4,no known property,34.8,stores,own,2.9,unskilled resident,1,none,yes,bad
0<=X<200,6,all paid,education,433,>=1000,<1,4,female div/dep/mar,none,2,life insurance,24,bank,rent,1,skilled,2,none,yes,bad
>=200,25,existing paid,business,4591.57,<100,1<=X<4,2.04,male single,none,3,life insurance,52.8,stores,for free,3,high qualif/self emp/mgmt,1,none,yes,bad
<0,21.7,all paid,new car,1649.67,>=1000,1<=X<4,4,male mar/wid,none,2,car,37.6,stores,own,1.8,unskilled resident,2,none,yes,bad
0<=X<200,30,critical/order existing credit,new car,4249,<100,unemployed,4,male mar/wid,none,2,car,28,stores,own,2,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,48.8,delayed previously,education,5968.14,<100,4<=X<7,4,male single,none,4,no known property,49.5,stores,for free,1,skilled,1,none,yes,bad
0<=X<200,17.8,critical/order existing credit,radio/tv,1245,<100,1<=X<4,4,male mar/wid,none,2,car,33,stores,own,1,skilled,1,none,yes,bad
0<=X<200,12,existing paid,furniture/equipment,684.74,<100,1<=X<4,2.53,male mar/wid,none,3.3,car,28.9,bank,own,1,unskilled resident,1,none,yes,bad
<0,10.9,critical/order existing credit,education,3393.84,<100,1<=X<4,1.33,male div/sep,none,3,no known property,38.1,stores,own,1.3,high qualif/self emp/mgmt,1,none,yes,bad
<0,22.9,existing paid,new car,1381.47,>=1000,1<=X<4,3.81,female div/dep/mar,none,2,life insurance,34.2,stores,own,1,skilled,1,none,yes,bad
<0,27.9,delayed previously,education,2125.36,<100,1<=X<4,2.87,male single,guarantor,1.4,life insurance,29.7,stores,own,1.6,skilled,1,none,yes,bad
0<=X<200,16.4,all paid,new car,1453.27,<100,1<=X<4,3.46,male mar/wid,none,3.2,no known property,30.1,stores,for free,1.7,unemp/unskilled non res,2,none,yes,bad
<0,24,all paid,furniture/equipment,6872,<100,<1,2,male div/sep,none,1,life insurance,55,bank,own,1,skilled,1,yes,yes,bad
<0,24,all paid,radio/tv,1546,<100,4<=X<7,4,male single,guarantor,4,car,24,bank,rent,1,unskilled resident,1,none,yes,bad
0<=X<200,12,delayed previously,other,1664.24,<100,4<=X<7,4,female div/dep/mar,none,2,car,26.5,stores,own,1.3,skilled,1,none,yes,bad
<0,12,no credits/all paid,new car,1082,<100,1<=X<4,4,male single,none,4,car,48,bank,own,2,skilled,1,none,yes,bad
0<=X<200,21.5,delayed previously,other,1835.48,<100,1<=X<4,3.24,female div/dep/mar,none,2.5,no known property,27.2,bank,for free,1.8,skilled,1,none,yes,bad
0<=X<200,27.2,existing paid,new car,14488.46,<100,>=7,3.12,male single,none,2.6,no known property,60.2,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,23.4,existing paid,new car,1285.99,no known savings,1<=X<4,4,female div/dep/mar,guarantor,4,life insurance,31.8,stores,own,1,skilled,1,none,yes,bad
0<=X<200,24,all paid,domestic appliance,3143.84,500<=X<10000,1<=X<4,3.75,male mar/wid,none,2,car,28.8,stores,rent,1,skilled,1,yes,yes,bad
0<=X<200,24,existing paid,furniture/equipment,4070.33,<100,4<=X<7,3,male div/sep,none,3.3,car,38,bank,own,1.3,skilled,1,none,yes,bad
<0,48,existing paid,new car,3931,<100,4<=X<7,4,male single,none,4,no known property,46,stores,for free,1,skilled,2,none,yes,bad
0<=X<200,18,critical/order existing credit,radio/tv,1245,<100,1<=X<4,4,male mar/wid,none,2,car,33,stores,own,1,skilled,1,none,yes,bad
<0,19.2,all paid,furniture/equipment,1580.11,<100,1<=X<4,4,male mar/wid,none,2.7,car,40.2,bank,own,1,skilled,1,none,yes,bad
0<=X<200,19.4,delayed previously,education,1926.6,>=1000,<1,4,female div/dep/mar,none,3,real estate,27.9,stores,own,1.2,skilled,1,none,yes,bad
0<=X<200,18,critical/order existing credit,new car,1056,<100,>=7,3,male single,guarantor,3,real estate,30,bank,own,2,skilled,1,none,yes,bad
<0,24,existing paid,furniture/equipment,2359,100<=X<500,unemployed,1.4,male div/sep,none,1,life insurance,33,stores,own,1,skilled,1,none,yes,bad
<0,33,delayed previously,used car,11571.22,500<=X<10000,1<=X<4,1.37,female div/dep/mar,none,4,car,23.4,bank,rent,2,skilled,1,none,yes,bad
0<=X<200,29.1,no credits/all paid,business,4273.84,100<=X<500,1<=X<4,3.53,female div/dep/mar,none,4,car,26,stores,own,2.2,unskilled resident,1,none,yes,bad
0<=X<200,19.4,delayed previously,new car,1440.48,500<=X<10000,4<=X<7,3.39,female div/dep/mar,none,3.7,car,24.8,stores,own,1.7,skilled,1,none,yes,bad
0<=X<200,12,existing paid,radio/tv,6468,no known savings,unemployed,2,male single,none,1,no known property,52,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,36,critical/order existing credit,used car,7882.39,<100,4<=X<7,4,male single,none,4,car,24,stores,own,2,skilled,1,yes,yes,bad
<0,43.2,existing paid,radio/tv,7137.74,>=1000,4<=X<7,3.38,female div/dep/mar,guarantor,2.6,car,30.8,stores,own,1.2,high qualif/self emp/mgmt,1,yes,yes,bad
<0,12,existing paid,furniture/equipment,1281.53,<100,1<=X<4,2.06,female div/dep/mar,none,3.8,car,21,stores,own,1,skilled,1,none,yes,bad
<0,31.8,existing paid,radio/tv,2388.55,500<=X<10000,<1,3.65,male single,none,1.4,life insurance,33.7,bank,own,1.4,unemp/unskilled non res,1,none,yes,bad
<0,22,delayed previously,new car,4821.24,<100,4<=X<7,2.16,male single,co applicant,3.2,life insurance,33,stores,own,1.2,skilled,1,yes,yes,bad
0<=X<200,6,all paid,education,437.46,<100,<1,4,female div/dep/mar,none,2.6,life insurance,23.7,bank,own,1,skilled,2,none,yes,bad
<0,33,delayed previously,used car,11571.22,500<=X<10000,1<=X<4,1.37,female div/dep/mar,none,4,car,23.4,bank,rent,2,skilled,1,none,yes,bad
<0,37.5,existing paid,other,6759.05,<100,1<=X<4,2.65,male div/sep,none,2.7,car,43.9,stores,own,1.3,skilled,1,none,yes,bad
0<=X<200,7.5,all paid,education,433,<100,<1,3.88,female div/dep/mar,guarantor,2.2,life insurance,23.8,bank,rent,1,skilled,2,none,yes,bad
0<=X<200,36,existing paid,new car,14318,<100,>=7,4,male single,none,2,no known property,57,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,21.7,delayed previously,new car,1250.69,500<=X<10000,4<=X<7,3.48,male mar/wid,none,2,no known property,23.5,stores,own,1,unemp/unskilled non res,1,none,yes,bad
0<=X<200,6.5,all paid,new car,931.69,100<=X<500,4<=X<7,1.26,female div/dep/mar,none,1.1,life insurance,31.7,stores,own,1.2,unemp/unskilled non res,1,none,yes,bad
0<=X<200,36,delayed previously,new car,8033.22,100<=X<500,>=7,2,male single,none,4,car,42,stores,own,4,high qualif/self emp/mgmt,1,yes,yes,bad
<0,21.2,critical/order existing credit,new car,3965.87,<100,<1,1.4,female div/dep/mar,none,3.9,no known property,33.1,bank,own,2.7,skilled,1,none,yes,bad
>=200,24.9,critical/order existing credit,business,8609.59,<100,4<=X<7,2,male single,none,2,car,30.2,bank,own,1.9,skilled,1,none,yes,bad
>=200,15,existing paid,radio/tv,2327,<100,<1,2,female div/dep/mar,none,3,real estate,25,stores,own,1,unskilled resident,1,none,yes,bad
0<=X<200,14.9,all paid,new car,1264,100<=X<500,1<=X<4,2,male mar/wid,none,2,life insurance,25,stores,rent,1,skilled,1,none,yes,bad
>=200,9.6,existing paid,new car,1320.99,>=1000,1<=X<4,4,male single,guarantor,3.1,car,30,stores,own,1.4,skilled,1,none,yes,bad
0<=X<200,27,existing paid,business,3915,<100,1<=X<4,4,male single,none,2,car,36,stores,own,1,skilled,2,yes,yes,bad
<0,18,existing paid,radio/tv,2600,<100,1<=X<4,4,male div/sep,none,4,no known property,65,stores,for free,2,skilled,1,none,yes,bad
<0,36,critical/order existing credit,furniture/equipment,6229,<100,<1,4,female div/dep/mar,co applicant,4,no known property,23,stores,rent,2,unskilled resident,1,yes,yes,bad
<0,24,existing paid,radio/tv,1823,<100,unemployed,4,male single,none,2,car,30,stores,own,1,high qualif/self emp/mgmt,2,none,yes,bad
<0,14.2,existing paid,new car,1223.68,<100,1<=X<4,4,female div/dep/mar,none,2.4,life insurance,23.6,stores,own,1,unemp/unskilled non res,1,none,yes,bad
<0,22.9,existing paid,new car,1381.47,>=1000,1<=X<4,3.81,female div/dep/mar,none,2,life insurance,34.2,stores,own,1,skilled,1,none,yes,bad
>=200,11.3,delayed previously,education,1126.12,500<=X<10000,1<=X<4,4,female div/dep/mar,none,3.8,car,26.5,stores,own,1.2,unemp/unskilled non res,1,none,yes,bad
0<=X<200,11.1,existing paid,radio/tv,643.38,<100,1<=X<4,4,male single,none,2.3,car,29.4,stores,own,1,skilled,1,none,yes,bad
no checking,9,existing paid,radio/tv,1478,<100,4<=X<7,4,male single,none,2,car,22,stores,own,1,skilled,1,none,yes,bad
0<=X<200,14.5,existing paid,new car,1769.26,<100,<1,2.16,female div/dep/mar,none,1.1,no known property,25.7,stores,own,1.9,skilled,1,none,yes,bad
no checking,30.6,delayed previously,furniture/equipment,4520.93,<100,1<=X<4,3.09,male single,none,2.5,car,38.7,stores,own,2.5,high qualif/self emp/mgmt,1,yes,yes,bad
<0,25.1,delayed previously,business,1911.84,<100,<1,4,male single,none,3.5,no known property,58.1,stores,own,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,22.7,critical/order existing credit,other,1653.74,<100,4<=X<7,4,male div/sep,none,2,car,33.8,stores,own,1.4,unskilled resident,1,none,yes,bad
<0,24.7,existing paid,furniture/equipment,3249.38,no known savings,1<=X<4,2,male mar/wid,none,4,car,20,stores,own,1,skilled,1,none,yes,bad
<0,24,existing paid,new car,2303,<100,>=7,4,male single,co applicant,1,real estate,45,stores,own,1,skilled,1,none,yes,bad
0<=X<200,12.2,existing paid,repairs,639,<100,1<=X<4,4,male single,none,2,car,30,stores,own,1,skilled,1,none,yes,bad
0<=X<200,45.7,existing paid,other,7439.7,500<=X<10000,<1,3.08,female div/dep/mar,none,2.6,life insurance,32.3,stores,for free,1,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,17.8,delayed previously,other,1331.86,<100,<1,2.86,male single,none,1.4,life insurance,31,stores,own,1.4,skilled,1,none,yes,bad
<0,34.8,existing paid,new car,3951.31,<100,1<=X<4,3.6,male div/sep,none,3.2,life insurance,39.2,stores,for free,1,skilled,2,none,yes,bad
<0,18.2,existing paid,radio/tv,1882,<100,1<=X<4,4,female div/dep/mar,none,4,car,25,bank,rent,2,skilled,1,none,yes,bad
0<=X<200,37.6,existing paid,furniture/equipment,6246.56,<100,1<=X<4,4,male single,none,3.1,life insurance,35.5,stores,for free,1.5,skilled,1,none,yes,bad
0<=X<200,22.2,critical/order existing credit,other,1217.04,100<=X<500,<1,3.55,male mar/wid,none,3.6,no known property,39.2,bank,own,2,skilled,2,none,yes,bad
0<=X<200,15,no credits/all paid,new car,1778,<100,<1,2,female div/dep/mar,none,1,real estate,26,stores,rent,2,unemp/unskilled non res,1,none,yes,bad
0<=X<200,9,critical/order existing credit,education,1136,>=1000,>=7,4,male single,none,3,no known property,32,stores,for free,2,skilled,2,none,yes,bad
<0,19.5,all paid,furniture/equipment,1580.11,<100,1<=X<4,4,male mar/wid,none,2.7,car,40.2,bank,own,1,skilled,1,none,yes,bad
<0,12,critical/order existing credit,furniture/equipment,2246,<100,>=7,3,male single,none,3,life insurance,39,stores,own,2,skilled,1,none,yes,bad
0<=X<200,32.6,existing paid,radio/tv,2387.64,500<=X<10000,<1,3.72,male single,none,1.3,life insurance,33.6,bank,own,1.3,unemp/unskilled non res,1,none,yes,bad
0<=X<200,18,critical/order existing credit,furniture/equipment,1928,<100,<1,2,male single,none,2,real estate,31,stores,own,2,unskilled resident,1,none,yes,bad
0<=X<200,15,existing paid,domestic appliance,1275.05,>=1000,1<=X<4,4,female div/dep/mar,none,2,car,24,stores,rent,1,skilled,1,none,yes,bad
<0,17,existing paid,new car,906.22,no known savings,4<=X<7,4,male div/sep,none,2,car,25.5,bank,own,1,skilled,1,none,yes,bad
0<=X<200,47.1,existing paid,other,7439.7,500<=X<10000,<1,3.08,female div/dep/mar,none,2.6,life insurance,32.3,stores,for free,1,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,36,delayed previously,new car,8104.91,100<=X<500,>=7,2.08,male single,none,4,car,42.4,stores,for free,3.8,high qualif/self emp/mgmt,1,none,yes,bad
no checking,36,critical/order existing credit,new car,7855,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,25,stores,own,2,skilled,1,yes,yes,bad
>=200,35.2,delayed previously,furniture/equipment,3349.94,<100,1<=X<4,3.92,female div/dep/mar,none,2.1,car,28.4,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,10.6,existing paid,new car,931.69,100<=X<500,4<=X<7,1.26,female div/dep/mar,none,1.1,life insurance,31.7,stores,own,1.2,unemp/unskilled non res,1,none,yes,bad
<0,18,existing paid,education,3114.12,<100,4<=X<7,1.01,female div/dep/mar,none,4,life insurance,26,stores,rent,1,skilled,1,none,yes,bad
<0,10.6,existing paid,other,664.33,100<=X<500,1<=X<4,4,male mar/wid,none,2,car,23.9,stores,own,1,skilled,1,none,yes,bad
0<=X<200,18,critical/order existing credit,furniture/equipment,1926.07,<100,<1,2.96,male div/sep,none,2.5,real estate,29.1,stores,own,1.7,unemp/unskilled non res,1,none,yes,bad
<0,30,existing paid,furniture/equipment,3108,<100,<1,2,male div/sep,none,4,life insurance,31,stores,own,1,unskilled resident,1,none,yes,bad
0<=X<200,60,existing paid,education,6288,<100,1<=X<4,4,male single,none,4,no known property,42,stores,for free,1,skilled,1,none,yes,bad
0<=X<200,16.1,critical/order existing credit,furniture/equipment,1926.07,<100,4<=X<7,2.64,male single,none,2,no known property,32.9,stores,own,1.7,unskilled resident,1,none,yes,bad
<0,18,all paid,new car,1442,<100,4<=X<7,4,male single,none,4,no known property,32,stores,for free,2,unskilled resident,2,none,yes,bad
<0,25.9,existing paid,furniture/equipment,2373.64,100<=X<500,>=7,1.93,female div/dep/mar,none,1.9,life insurance,29.9,stores,own,1,skilled,1,none,yes,bad
0<=X<200,17,existing paid,new car,1346.56,<100,<1,3.47,male div/sep,none,3.1,car,29.2,stores,own,1.5,skilled,1,yes,yes,bad
0<=X<200,51.9,delayed previously,domestic appliance,15381.28,500<=X<10000,1<=X<4,2.33,male mar/wid,none,2.7,car,35.1,bank,for free,1.3,high qualif/self emp/mgmt,1,yes,yes,bad
<0,8.5,critical/order existing credit,other,3384.83,<100,4<=X<7,1.83,male div/sep,none,4,no known property,40.3,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,16.5,delayed previously,education,2579.5,500<=X<10000,<1,4,male single,none,1.5,real estate,37,bank,own,1,unskilled resident,2,none,yes,bad
0<=X<200,48,existing paid,radio/tv,10155.34,<100,4<=X<7,2.74,male div/sep,none,3.2,life insurance,33.5,stores,for free,2.2,skilled,2,yes,yes,bad
0<=X<200,11.1,existing paid,radio/tv,643.38,<100,1<=X<4,4,male single,none,2.3,car,29.4,stores,own,1,skilled,1,none,yes,bad
<0,24,existing paid,new car,1371,no known savings,1<=X<4,4,female div/dep/mar,none,4,real estate,25,stores,rent,1,skilled,1,none,yes,bad
<0,22.9,existing paid,new car,1381,>=1000,1<=X<4,4,female div/dep/mar,none,2,life insurance,34.2,stores,own,1,skilled,1,none,yes,bad
<0,12,all paid,new car,622.38,<100,1<=X<4,4,female div/dep/mar,none,3.4,real estate,24.4,bank,own,1,unemp/unskilled non res,1,none,yes,bad
>=200,23.7,existing paid,new car,6760.43,>=1000,1<=X<4,2.19,male mar/wid,none,3.6,car,61,stores,own,1.8,skilled,1,none,yes,bad
0<=X<200,13.1,delayed previously,other,1476.47,>=1000,1<=X<4,2.36,male mar/wid,none,1.5,no known property,26.3,stores,for free,1.2,skilled,1,none,yes,bad
<0,24,existing paid,new car,1381,no known savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,35,stores,own,1,skilled,1,none,yes,bad
<0,34.8,existing paid,new car,3942.21,<100,1<=X<4,3.6,male div/sep,none,3.2,life insurance,39.2,stores,for free,1,skilled,2,none,yes,bad
0<=X<200,15,existing paid,domestic appliance,1275.05,>=1000,1<=X<4,4,female div/dep/mar,none,2,car,24,stores,rent,1,skilled,1,none,yes,bad
<0,24,existing paid,new car,1381,no known savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,35,stores,own,1,skilled,1,none,yes,bad
<0,48,existing paid,furniture/equipment,3929.56,<100,1<=X<4,4,male mar/wid,none,3.8,no known property,45.3,bank,for free,1,skilled,2,none,yes,bad
<0,24,existing paid,radio/tv,1987,<100,1<=X<4,2,male single,none,4,real estate,21,stores,rent,1,unskilled resident,2,none,yes,bad
0<=X<200,7.5,all paid,education,433.46,<100,<1,3.88,female div/dep/mar,guarantor,2.2,life insurance,23.8,bank,rent,1,skilled,2,none,yes,bad
no checking,12,delayed previously,education,1555,>=1000,>=7,4,male single,none,4,no known property,55,stores,for free,2,skilled,2,none,yes,bad
0<=X<200,12,existing paid,new car,898.12,>=1000,1<=X<4,4,male mar/wid,none,2.3,car,25.8,bank,own,1,skilled,1,none,yes,bad
0<=X<200,26.9,existing paid,business,3915,<100,1<=X<4,4,male single,none,2,car,36,stores,own,1,skilled,2,yes,yes,bad
<0,13.5,existing paid,radio/tv,732.75,100<=X<500,<1,4,male div/sep,none,2.5,no known property,31.5,stores,own,1,unemp/unskilled non res,1,none,yes,bad
<0,18,critical/order existing credit,new car,3966,<100,>=7,1,female div/dep/mar,none,4,real estate,33,bank,rent,3,skilled,1,yes,yes,bad
no checking,21.3,delayed previously,business,2576.15,500<=X<10000,<1,4,male single,none,2.2,no known property,41.6,bank,own,1.1,unskilled resident,2,none,yes,bad
>=200,31.9,existing paid,new car,6759.61,>=1000,1<=X<4,2.46,male div/sep,none,3.1,car,50.9,stores,own,1.5,skilled,1,none,yes,bad
>=200,24,existing paid,new car,947,<100,4<=X<7,4,male single,none,3,no known property,38,bank,for free,1,skilled,2,none,yes,bad
<0,23.4,existing paid,new car,1285.99,no known savings,1<=X<4,4,female div/dep/mar,guarantor,4,life insurance,31.8,stores,own,1,skilled,1,none,yes,bad
no checking,48,existing paid,business,3914,no known savings,1<=X<4,4,male div/sep,none,2,real estate,38,bank,own,1,skilled,1,none,yes,bad
0<=X<200,9.9,existing paid,furniture/equipment,956.6,500<=X<10000,1<=X<4,1.9,female div/dep/mar,none,2.6,car,28.4,bank,own,1.9,skilled,1,none,no,bad
<0,43.8,all paid,education,7638.35,<100,4<=X<7,2.47,female div/dep/mar,guarantor,3.3,car,40.7,bank,own,1,high qualif/self emp/mgmt,1,none,yes,bad
>=200,16.8,critical/order existing credit,radio/tv,1551.43,<100,<1,4,male single,guarantor,4,life insurance,42.7,bank,for free,1.6,skilled,2,none,yes,bad
0<=X<200,33.2,existing paid,new car,14458.06,<100,4<=X<7,2.51,male single,none,3,no known property,60.2,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,12.4,existing paid,new car,1080.3,<100,1<=X<4,3.93,male single,guarantor,3.9,car,46.8,bank,own,2,skilled,1,none,yes,bad
<0,23.4,existing paid,new car,1285.99,no known savings,1<=X<4,4,female div/dep/mar,guarantor,4,life insurance,31.8,stores,own,1,skilled,1,none,yes,bad
0<=X<200,15,existing paid,new car,2631,100<=X<500,1<=X<4,2,female div/dep/mar,none,4,car,28,stores,rent,2,skilled,1,yes,yes,bad
>=200,9.6,existing paid,new car,1320.99,>=1000,1<=X<4,4,male single,guarantor,3.1,car,30,stores,own,1.1,skilled,1,none,yes,bad
0<=X<200,24,delayed previously,furniture/equipment,2077.65,<100,>=7,2.74,female div/dep/mar,none,1.9,life insurance,32.4,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,30,existing paid,furniture/equipment,6350,no known savings,>=7,4,male single,none,4,life insurance,31,stores,own,1,skilled,1,none,yes,bad
0<=X<200,36,delayed previously,repairs,9420.22,<100,<1,1,male div/sep,none,3.6,car,28,stores,own,1.1,high qualif/self emp/mgmt,1,none,yes,bad
no checking,10,existing paid,furniture/equipment,2210,<100,1<=X<4,3,male single,none,2,real estate,26,bank,rent,1,unskilled resident,1,none,yes,bad
0<=X<200,12.7,delayed previously,other,1479.24,>=1000,1<=X<4,2.23,male mar/wid,none,1.3,no known property,25.8,stores,for free,1.1,skilled,1,none,yes,bad
<0,17.8,existing paid,furniture/equipment,1129.46,<100,>=7,4,female div/dep/mar,none,2.1,car,33.5,bank,own,1,skilled,1,none,yes,bad
